0.7039	0.4163	-0.2739	0.1014	-0.7338
-0.2688	-0.0936	0.7418	0.0096	-0.0007
0.2074	0.1691	0.3896	0.0430	0.3910
0.3206	0.9458	0.5401	-0.2851	-0.0883
0.4765	0.2650	0.6612	-0.4658	0.3702
0.5826	0.2324	-0.5864	-0.5448	-0.5623
0.7554	-0.2109	-0.3195	0.2783	0.4660
-0.3873	-0.2076	0.2188	0.0562	0.4221
0.1450	-0.2075	0.8248	0.5692	0.2753
0.3947	-0.6605	0.0045	-0.2349	-0.3478
0.4382	0.2716	-0.1928	-0.6647	-0.4349
-0.3128	-0.3256	-0.0518	-0.1415	-0.5509
-0.0196	0.4856	-0.1995	-0.1290	0.2908
-0.7771	0.2495	-0.3484	0.3520	-0.6178
