0.6795	0.9428	-0.8549	-0.4889	-0.2059
-0.4636	0.2417	0.3355	0.6690	0.2469
0.4172	-0.1446	-0.0027	-0.4569	0.0558
-0.2539	0.0850	-0.3519	-0.4135	0.6514
0.6334	-0.9661	-0.3835	0.4183	-0.3403
-0.2810	-0.1169	-0.3587	0.3463	0.0918
0.1444	0.5551	-0.5040	-0.5487	0.1282
0.2807	-0.2465	0.1923	-0.2971	-0.1220
-0.1785	0.3124	0.4544	0.4981	-0.7127
-0.8558	-0.9107	-0.3407	-0.0256	-0.6031
-0.0093	-0.0637	-0.0722	0.1683	-0.1118
-0.1479	-0.6346	0.4986	0.5321	0.4605
-0.3305	0.3518	0.2619	-0.3881	0.2205
0.8562	-0.3286	0.1374	-0.8557	-0.4924
