-0.2554	0.2108	-0.4136	-0.3505	-0.4895
-0.4443	-0.3033	-0.0774	-0.3611	-0.2657
-0.1864	-0.6296	0.2743	-0.6889	0.1330
-0.6139	-0.5783	-0.6005	-0.7511	0.5817
-0.7552	0.4905	-0.0967	0.5798	0.3117
-0.5490	-0.0074	0.0849	0.1570	0.3575
-0.5865	0.0198	-0.5936	-0.8450	0.3113
-0.1886	0.9056	-0.2178	-0.6251	-0.3552
0.1224	-0.3410	0.4874	0.0337	-0.2610
-0.5004	-0.3863	-0.5442	-0.0257	-0.0240
-0.2802	0.0280	0.3983	0.9972	-0.4669
-0.4985	0.6050	0.0410	-0.3288	0.0148
-0.3255	-0.4302	0.5810	0.3337	-0.4046
-0.7940	-0.5383	0.0333	0.8046	-0.6819
